MUNI_ID_DPTO;NOMBRE_DPTO;MUNI_ID_MPIO;NOMBRE_MPIO
05;ANTIOQUIA;001;MEDELLIN
08;ATLANTICO;001;BARRANQUILLA
11;BOGOTA, D.C.;001;BOGOTA, D.C.
13;BOLIVAR;001;CARTAGENA DE INDIAS
15;BOYACA;001;TUNJA
17;CALDAS;001;MANIZALES
18;CAQUETA;001;FLORENCIA
19;CAUCA;001;POPAYAN
20;CESAR;001;VALLEDUPAR
23;CORDOBA;001;MONTERIA
25;CUNDINAMARCA;001;AGUA DE DIOS
27;CHOCO;001;QUIBDO
41;HUILA;001;NEIVA
44;LA GUAJIRA;001;RIOHACHA
47;MAGDALENA;001;SANTA MARTA
50;META;001;VILLAVICENCIO
52;NARINO;001;PASTO
54;NORTE DE SANTANDER;001;CUCUTA
63;QUINDIO;001;ARMENIA
66;RISARALDA;001;PEREIRA
68;SANTANDER;001;BUCARAMANGA
70;SUCRE;001;SINCELEJO
73;TOLIMA;001;IBAGUE
76;VALLE DEL CAUCA;001;CALI
81;ARAUCA;001;ARAUCA
85;CASANARE;001;YOPAL
86;PUTUMAYO;001;MOCOA
88;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;001;SAN ANDRES
91;AMAZONAS;001;LETICIA
94;GUAINIA;001;INIRIDA
95;GUAVIARE;001;SAN JOSE DEL GUAVIARE
97;VAUPES;001;MITU
99;VICHADA;001;PUERTO CARRENO
05;ANTIOQUIA;002;ABEJORRAL
54;NORTE DE SANTANDER;003;ABREGO
05;ANTIOQUIA;004;ABRIAQUI
13;BOLIVAR;006;ACHI
27;CHOCO;006;ACANDI
41;HUILA;006;ACEVEDO
50;META;006;ACACIAS
85;CASANARE;010;AGUAZUL
20;CESAR;011;AGUACHICA
17;CALDAS;013;AGUADAS
20;CESAR;013;AGUSTIN CODAZZI
41;HUILA;013;AGRADO
68;SANTANDER;013;AGUADA
85;CASANARE;015;CHAMEZA
95;GUAVIARE;015;CALAMAR
41;HUILA;016;AIPE
25;CUNDINAMARCA;019;ALBAN
52;NARINO;019;ALBAN
41;HUILA;020;ALGECIRAS
68;SANTANDER;020;ALBANIA
76;VALLE DEL CAUCA;020;ALCALA
05;ANTIOQUIA;021;ALEJANDRIA
15;BOYACA;022;ALMEIDA
19;CAUCA;022;ALMAGUER
52;NARINO;022;ALDANA
73;TOLIMA;024;ALPUJARRA
27;CHOCO;025;ALTO BAUDO
95;GUAVIARE;025;EL RETORNO
41;HUILA;026;ALTAMIRA
73;TOLIMA;026;ALVARADO
18;CAQUETA;029;ALBANIA
05;ANTIOQUIA;030;AMAGA
13;BOLIVAR;030;ALTOS DEL ROSARIO
47;MAGDALENA;030;ALGARROBO
73;TOLIMA;030;AMBALEMA
05;ANTIOQUIA;031;AMALFI
20;CESAR;032;ASTREA
05;ANTIOQUIA;034;ANDES
25;CUNDINAMARCA;035;ANAPOIMA
44;LA GUAJIRA;035;ALBANIA
05;ANTIOQUIA;036;ANGELOPOLIS
52;NARINO;036;ANCUYA
76;VALLE DEL CAUCA;036;ANDALUCIA
05;ANTIOQUIA;038;ANGOSTURA
05;ANTIOQUIA;040;ANORI
25;CUNDINAMARCA;040;ANOLAIMA
76;VALLE DEL CAUCA;041;ANSERMANUEVO
05;ANTIOQUIA;042;SANTA FE DE ANTIOQUIA
13;BOLIVAR;042;ARENAL
17;CALDAS;042;ANSERMA
73;TOLIMA;043;ANZOATEGUI
05;ANTIOQUIA;044;ANZA
05;ANTIOQUIA;045;APARTADO
20;CESAR;045;BECERRIL
66;RISARALDA;045;APIA
15;BOYACA;047;AQUITANIA
17;CALDAS;050;ARANZAZU
19;CAUCA;050;ARGELIA
27;CHOCO;050;ATRATO
05;ANTIOQUIA;051;ARBOLETES
15;BOYACA;051;ARCABUCO
52;NARINO;051;ARBOLEDA
54;NORTE DE SANTANDER;051;ARBOLEDAS
68;SANTANDER;051;ARATOCA
13;BOLIVAR;052;ARJONA
25;CUNDINAMARCA;053;ARBELAEZ
47;MAGDALENA;053;ARACATACA
76;VALLE DEL CAUCA;054;ARGELIA
05;ANTIOQUIA;055;ARGELIA
73;TOLIMA;055;ARMERO
47;MAGDALENA;058;ARIGUANI
05;ANTIOQUIA;059;ARMENIA
20;CESAR;060;BOSCONIA
13;BOLIVAR;062;ARROYOHONDO
81;ARAUCA;065;ARAUQUITA
73;TOLIMA;067;ATACO
23;CORDOBA;068;AYAPEL
27;CHOCO;073;BAGADO
13;BOLIVAR;074;BARRANCO DE LOBA
19;CAUCA;075;BALBOA
27;CHOCO;075;BAHIA SOLANO
66;RISARALDA;075;BALBOA
27;CHOCO;077;BAJO BAUDO
68;SANTANDER;077;BARBOSA
08;ATLANTICO;078;BARANOA
41;HUILA;078;BARAYA
44;LA GUAJIRA;078;BARRANCAS
05;ANTIOQUIA;079;BARBOSA
23;CORDOBA;079;BUENAVISTA
52;NARINO;079;BARBACOAS
68;SANTANDER;079;BARICHARA
68;SANTANDER;081;BARRANCABERMEJA
52;NARINO;083;BELEN
05;ANTIOQUIA;086;BELMIRA
25;CUNDINAMARCA;086;BELTRAN
15;BOYACA;087;BELEN
05;ANTIOQUIA;088;BELLO
17;CALDAS;088;BELALCAZAR
66;RISARALDA;088;BELEN DE UMBRIA
15;BOYACA;090;BERBEO
23;CORDOBA;090;CANALETE
44;LA GUAJIRA;090;DIBULLA
05;ANTIOQUIA;091;BETANIA
15;BOYACA;092;BETEITIVA
68;SANTANDER;092;BETULIA
05;ANTIOQUIA;093;BETULIA
18;CAQUETA;094;BELEN DE LOS ANDAQUIES
25;CUNDINAMARCA;095;BITUIMA
15;BOYACA;097;BOAVITA
44;LA GUAJIRA;098;DISTRACCION
25;CUNDINAMARCA;099;BOJACA
27;CHOCO;099;BOJAYA
54;NORTE DE SANTANDER;099;BOCHALEMA
19;CAUCA;100;BOLIVAR
76;VALLE DEL CAUCA;100;BOLIVAR
05;ANTIOQUIA;101;CIUDAD BOLIVAR
68;SANTANDER;101;BOLIVAR
15;BOYACA;104;BOYACA
15;BOYACA;106;BRICENO
05;ANTIOQUIA;107;BRICENO
15;BOYACA;109;BUENAVISTA
54;NORTE DE SANTANDER;109;BUCARASICA
76;VALLE DEL CAUCA;109;BUENAVENTURA
19;CAUCA;110;BUENOS AIRES
44;LA GUAJIRA;110;EL MOLINO
50;META;110;BARRANCA DE UPIA
52;NARINO;110;BUESACO
70;SUCRE;110;BUENAVISTA
63;QUINDIO;111;BUENAVISTA
76;VALLE DEL CAUCA;111;GUADALAJARA DE BUGA
05;ANTIOQUIA;113;BURITICA
76;VALLE DEL CAUCA;113;BUGALAGRANDE
15;BOYACA;114;BUSBANZA
05;ANTIOQUIA;120;CACERES
25;CUNDINAMARCA;120;CABRERA
68;SANTANDER;121;CABRERA
76;VALLE DEL CAUCA;122;CAICEDONIA
25;CUNDINAMARCA;123;CACHIPAY
50;META;124;CABUYARO
70;SUCRE;124;CAIMITO
73;TOLIMA;124;CAJAMARCA
05;ANTIOQUIA;125;CAICEDO
54;NORTE DE SANTANDER;125;CACOTA
85;CASANARE;125;HATO COROZAL
25;CUNDINAMARCA;126;CAJICA
76;VALLE DEL CAUCA;126;CALIMA
54;NORTE DE SANTANDER;128;CACHIRA
05;ANTIOQUIA;129;CALDAS
19;CAUCA;130;CAJIBIO
63;QUINDIO;130;CALARCA
76;VALLE DEL CAUCA;130;CANDELARIA
15;BOYACA;131;CALDAS
41;HUILA;132;CAMPOALEGRE
68;SANTANDER;132;CALIFORNIA
05;ANTIOQUIA;134;CAMPAMENTO
15;BOYACA;135;CAMPOHERMOSO
27;CHOCO;135;EL CANTON DEL SAN PABLO
85;CASANARE;136;LA SALINA
08;ATLANTICO;137;CAMPO DE LA CRUZ
19;CAUCA;137;CALDONO
05;ANTIOQUIA;138;CANASGORDAS
85;CASANARE;139;MANI
13;BOLIVAR;140;CALAMAR
08;ATLANTICO;141;CANDELARIA
05;ANTIOQUIA;142;CARACOLI
19;CAUCA;142;CALOTO
05;ANTIOQUIA;145;CARAMANTA
05;ANTIOQUIA;147;CAREPA
68;SANTANDER;147;CAPITANEJO
76;VALLE DEL CAUCA;147;CARTAGO
05;ANTIOQUIA;148;EL CARMEN DE VIBORAL
25;CUNDINAMARCA;148;CAPARRAPI
73;TOLIMA;148;CARMEN DE APICALA
05;ANTIOQUIA;150;CAROLINA
18;CAQUETA;150;CARTAGENA DEL CHAIRA
27;CHOCO;150;CARMEN DEL DARIEN
50;META;150;CASTILLA LA NUEVA
25;CUNDINAMARCA;151;CAQUEZA
68;SANTANDER;152;CARCASI
73;TOLIMA;152;CASABIANCA
05;ANTIOQUIA;154;CAUCASIA
25;CUNDINAMARCA;154;CARMEN DE CARUPA
13;BOLIVAR;160;CANTAGALLO
27;CHOCO;160;CERTEGUI
68;SANTANDER;160;CEPITA
47;MAGDALENA;161;CERRO DE SAN ANTONIO
97;VAUPES;161;CARURU
15;BOYACA;162;CERINZA
23;CORDOBA;162;CERETE
68;SANTANDER;162;CERRITO
85;CASANARE;162;MONTERREY
68;SANTANDER;167;CHARALA
23;CORDOBA;168;CHIMA
25;CUNDINAMARCA;168;CHAGUANI
73;TOLIMA;168;CHAPARRAL
68;SANTANDER;169;CHARTA
47;MAGDALENA;170;CHIVOLO
66;RISARALDA;170;DOSQUEBRADAS
05;ANTIOQUIA;172;CHIGORODO
15;BOYACA;172;CHINAVITA
54;NORTE DE SANTANDER;172;CHINACOTA
17;CALDAS;174;CHINCHINA
54;NORTE DE SANTANDER;174;CHITAGA
20;CESAR;175;CHIMICHAGUA
25;CUNDINAMARCA;175;CHIA
15;BOYACA;176;CHIQUINQUIRA
68;SANTANDER;176;CHIMA
20;CESAR;178;CHIRIGUANA
25;CUNDINAMARCA;178;CHIPAQUE
68;SANTANDER;179;CHIPATA
15;BOYACA;180;CHISCAS
25;CUNDINAMARCA;181;CHOACHI
23;CORDOBA;182;CHINU
15;BOYACA;183;CHITA
25;CUNDINAMARCA;183;CHOCONTA
15;BOYACA;185;CHITARAQUE
15;BOYACA;187;CHIVATA
13;BOLIVAR;188;CICUCO
15;BOYACA;189;CIENEGA
23;CORDOBA;189;CIENAGA DE ORO
47;MAGDALENA;189;CIENAGA
05;ANTIOQUIA;190;CISNEROS
63;QUINDIO;190;CIRCASIA
68;SANTANDER;190;CIMITARRA
05;ANTIOQUIA;197;COCORNA
25;CUNDINAMARCA;200;COGUA
73;TOLIMA;200;COELLO
95;GUAVIARE;200;MIRAFLORES
52;NARINO;203;COLON
15;BOYACA;204;COMBITA
70;SUCRE;204;COLOSO
18;CAQUETA;205;CURILLO
27;CHOCO;205;CONDOTO
47;MAGDALENA;205;CONCORDIA
05;ANTIOQUIA;206;CONCEPCION
41;HUILA;206;COLOMBIA
54;NORTE DE SANTANDER;206;CONVENCION
52;NARINO;207;CONSACA
68;SANTANDER;207;CONCEPCION
05;ANTIOQUIA;209;CONCORDIA
68;SANTANDER;209;CONFINES
52;NARINO;210;CONTADERO
68;SANTANDER;211;CONTRATACION
05;ANTIOQUIA;212;COPACABANA
13;BOLIVAR;212;CORDOBA
15;BOYACA;212;COPER
19;CAUCA;212;CORINTO
63;QUINDIO;212;CORDOBA
25;CUNDINAMARCA;214;COTA
15;BOYACA;215;CORRALES
52;NARINO;215;CORDOBA
70;SUCRE;215;COROZAL
68;SANTANDER;217;COROMORO
73;TOLIMA;217;COYAIMA
15;BOYACA;218;COVARACHIA
86;PUTUMAYO;219;COLON
81;ARAUCA;220;CRAVO NORTE
70;SUCRE;221;COVENAS
13;BOLIVAR;222;CLEMENCIA
15;BOYACA;223;CUBARA
50;META;223;CUBARRAL
54;NORTE DE SANTANDER;223;CUCUTILLA
15;BOYACA;224;CUCAITA
25;CUNDINAMARCA;224;CUCUNUBA
52;NARINO;224;CUASPUD
85;CASANARE;225;NUNCHIA
15;BOYACA;226;CUITIVA
50;META;226;CUMARAL
73;TOLIMA;226;CUNDAY
52;NARINO;227;CUMBAL
20;CESAR;228;CURUMANI
68;SANTANDER;229;CURITI
70;SUCRE;230;CHALAN
85;CASANARE;230;OROCUE
15;BOYACA;232;CHIQUIZA
52;NARINO;233;CUMBITARA
70;SUCRE;233;EL ROBLE
76;VALLE DEL CAUCA;233;DAGUA
05;ANTIOQUIA;234;DABEIBA
68;SANTANDER;235;EL CARMEN DE CHUCURI
70;SUCRE;235;GALERAS
15;BOYACA;236;CHIVOR
73;TOLIMA;236;DOLORES
05;ANTIOQUIA;237;DONMATIAS
15;BOYACA;238;DUITAMA
20;CESAR;238;EL COPEY
54;NORTE DE SANTANDER;239;DURANIA
05;ANTIOQUIA;240;EBEJICO
52;NARINO;240;CHACHAGUI
76;VALLE DEL CAUCA;243;EL AGUILA
13;BOLIVAR;244;EL CARMEN DE BOLIVAR
15;BOYACA;244;EL COCUY
41;HUILA;244;ELIAS
25;CUNDINAMARCA;245;EL COLEGIO
27;CHOCO;245;EL CARMEN DE ATRATO
47;MAGDALENA;245;EL BANCO
50;META;245;EL CALVARIO
54;NORTE DE SANTANDER;245;EL CARMEN
68;SANTANDER;245;EL GUACAMAYO
76;VALLE DEL CAUCA;246;EL CAIRO
18;CAQUETA;247;EL DONCELLO
13;BOLIVAR;248;EL GUAMO
15;BOYACA;248;EL ESPINO
76;VALLE DEL CAUCA;248;EL CERRITO
05;ANTIOQUIA;250;EL BAGRE
20;CESAR;250;EL PASO
27;CHOCO;250;EL LITORAL DEL SAN JUAN
52;NARINO;250;EL CHARCO
54;NORTE DE SANTANDER;250;EL TARRA
68;SANTANDER;250;EL PENON
76;VALLE DEL CAUCA;250;EL DOVIO
85;CASANARE;250;PAZ DE ARIPORO
50;META;251;EL CASTILLO
52;NARINO;254;EL PENOL
68;SANTANDER;255;EL PLAYON
18;CAQUETA;256;EL PAUJIL
19;CAUCA;256;EL TAMBO
52;NARINO;256;EL ROSARIO
25;CUNDINAMARCA;258;EL PENON
47;MAGDALENA;258;EL PINON
52;NARINO;258;EL TABLON DE GOMEZ
25;CUNDINAMARCA;260;EL ROSAL
52;NARINO;260;EL TAMBO
54;NORTE DE SANTANDER;261;EL ZULIA
85;CASANARE;263;PORE
91;AMAZONAS;263;EL ENCANTO
05;ANTIOQUIA;264;ENTRERRIOS
68;SANTANDER;264;ENCINO
70;SUCRE;265;GUARANDA
05;ANTIOQUIA;266;ENVIGADO
68;SANTANDER;266;ENCISO
13;BOLIVAR;268;EL PENON
47;MAGDALENA;268;EL RETEN
73;TOLIMA;268;ESPINAL
25;CUNDINAMARCA;269;FACATATIVA
50;META;270;EL DORADO
73;TOLIMA;270;FALAN
68;SANTANDER;271;FLORIAN
15;BOYACA;272;FIRAVITOBA
17;CALDAS;272;FILADELFIA
63;QUINDIO;272;FILANDIA
73;TOLIMA;275;FLANDES
76;VALLE DEL CAUCA;275;FLORIDA
15;BOYACA;276;FLORESTA
68;SANTANDER;276;FLORIDABLANCA
25;CUNDINAMARCA;279;FOMEQUE
44;LA GUAJIRA;279;FONSECA
85;CASANARE;279;RECETOR
25;CUNDINAMARCA;281;FOSCA
05;ANTIOQUIA;282;FREDONIA
73;TOLIMA;283;FRESNO
05;ANTIOQUIA;284;FRONTINO
25;CUNDINAMARCA;286;FUNZA
50;META;287;FUENTEDEORO
52;NARINO;287;FUNES
25;CUNDINAMARCA;288;FUQUENE
47;MAGDALENA;288;FUNDACION
19;CAUCA;290;FLORENCIA
25;CUNDINAMARCA;290;FUSAGASUGA
15;BOYACA;293;GACHANTIVA
25;CUNDINAMARCA;293;GACHALA
20;CESAR;295;GAMARRA
25;CUNDINAMARCA;295;GACHANCIPA
08;ATLANTICO;296;GALAPA
15;BOYACA;296;GAMEZA
68;SANTANDER;296;GALAN
25;CUNDINAMARCA;297;GACHETA
41;HUILA;298;GARZON
68;SANTANDER;298;GAMBITA
15;BOYACA;299;GARAGOA
25;CUNDINAMARCA;299;GAMA
13;BOLIVAR;300;HATILLO DE LOBA
19;CAUCA;300;GUACHENE
23;CORDOBA;300;COTORRA
81;ARAUCA;300;FORTUL
85;CASANARE;300;SABANALARGA
63;QUINDIO;302;GENOVA
05;ANTIOQUIA;306;GIRALDO
41;HUILA;306;GIGANTE
76;VALLE DEL CAUCA;306;GINEBRA
25;CUNDINAMARCA;307;GIRARDOT
68;SANTANDER;307;GIRON
05;ANTIOQUIA;308;GIRARDOTA
05;ANTIOQUIA;310;GOMEZ PLATA
20;CESAR;310;GONZALEZ
25;CUNDINAMARCA;312;GRANADA
05;ANTIOQUIA;313;GRANADA
50;META;313;GRANADA
54;NORTE DE SANTANDER;313;GRAMALOTE
05;ANTIOQUIA;315;GUADALUPE
85;CASANARE;315;SACAMA
15;BOYACA;317;GUACAMAYAS
25;CUNDINAMARCA;317;GUACHETA
52;NARINO;317;GUACHUCAL
05;ANTIOQUIA;318;GUARNE
19;CAUCA;318;GUAPI
47;MAGDALENA;318;GUAMAL
50;META;318;GUAMAL
66;RISARALDA;318;GUATICA
68;SANTANDER;318;GUACA
76;VALLE DEL CAUCA;318;GUACARI
41;HUILA;319;GUADALUPE
73;TOLIMA;319;GUAMO
25;CUNDINAMARCA;320;GUADUAS
52;NARINO;320;GUAITARILLA
68;SANTANDER;320;GUADALUPE
86;PUTUMAYO;320;ORITO
05;ANTIOQUIA;321;GUATAPE
15;BOYACA;322;GUATEQUE
25;CUNDINAMARCA;322;GUASCA
68;SANTANDER;322;GUAPOTA
52;NARINO;323;GUALMATAN
25;CUNDINAMARCA;324;GUATAQUI
68;SANTANDER;324;GUAVATA
15;BOYACA;325;GUAYATA
50;META;325;MAPIRIPAN
85;CASANARE;325;SAN LUIS DE PALENQUE
25;CUNDINAMARCA;326;GUATAVITA
68;SANTANDER;327;GUEPSA
25;CUNDINAMARCA;328;GUAYABAL DE SIQUIMA
50;META;330;MESETAS
15;BOYACA;332;GUICAN DE LA SIERRA
25;CUNDINAMARCA;335;GUAYABETAL
25;CUNDINAMARCA;339;GUTIERREZ
94;GUAINIA;343;BARRANCO MINAS
54;NORTE DE SANTANDER;344;HACARI
68;SANTANDER;344;HATO
05;ANTIOQUIA;347;HELICONIA
54;NORTE DE SANTANDER;347;HERRAN
73;TOLIMA;347;HERVEO
41;HUILA;349;HOBO
73;TOLIMA;349;HONDA
23;CORDOBA;350;LA APARTADA
50;META;350;LA MACARENA
52;NARINO;352;ILES
73;TOLIMA;352;ICONONZO
05;ANTIOQUIA;353;HISPANIA
52;NARINO;354;IMUES
19;CAUCA;355;INZA
52;NARINO;356;IPIALES
41;HUILA;357;IQUIRA
41;HUILA;359;ISNOS
05;ANTIOQUIA;360;ITAGUI
05;ANTIOQUIA;361;ITUANGO
27;CHOCO;361;ISTMINA
15;BOYACA;362;IZA
05;ANTIOQUIA;364;JARDIN
19;CAUCA;364;JAMBALO
76;VALLE DEL CAUCA;364;JAMUNDI
15;BOYACA;367;JENESANO
05;ANTIOQUIA;368;JERICO
15;BOYACA;368;JERICO
25;CUNDINAMARCA;368;JERUSALEN
68;SANTANDER;368;JESUS MARIA
50;META;370;URIBE
68;SANTANDER;370;JORDAN
08;ATLANTICO;372;JUAN DE ACOSTA
25;CUNDINAMARCA;372;JUNIN
27;CHOCO;372;JURADO
05;ANTIOQUIA;376;LA CEJA
15;BOYACA;377;LABRANZAGRANDE
25;CUNDINAMARCA;377;LA CALERA
54;NORTE DE SANTANDER;377;LABATECA
68;SANTANDER;377;LA BELLEZA
76;VALLE DEL CAUCA;377;LA CUMBRE
41;HUILA;378;LA ARGENTINA
44;LA GUAJIRA;378;HATONUEVO
52;NARINO;378;LA CRUZ
05;ANTIOQUIA;380;LA ESTRELLA
15;BOYACA;380;LA CAPILLA
17;CALDAS;380;LA DORADA
52;NARINO;381;LA FLORIDA
20;CESAR;383;LA GLORIA
66;RISARALDA;383;LA CELIA
52;NARINO;385;LA LLANADA
54;NORTE DE SANTANDER;385;LA ESPERANZA
68;SANTANDER;385;LANDAZURI
25;CUNDINAMARCA;386;LA MESA
17;CALDAS;388;LA MERCED
05;ANTIOQUIA;390;LA PINTADA
52;NARINO;390;LA TOLA
19;CAUCA;392;LA SIERRA
25;CUNDINAMARCA;394;LA PALMA
41;HUILA;396;LA PLATA
19;CAUCA;397;LA VEGA
68;SANTANDER;397;LA PAZ
25;CUNDINAMARCA;398;LA PENA
54;NORTE DE SANTANDER;398;LA PLAYA
52;NARINO;399;LA UNION
05;ANTIOQUIA;400;LA UNION
20;CESAR;400;LA JAGUA DE IBIRICO
50;META;400;LEJANIAS
66;RISARALDA;400;LA VIRGINIA
70;SUCRE;400;LA UNION
76;VALLE DEL CAUCA;400;LA UNION
85;CASANARE;400;TAMARA
15;BOYACA;401;LA VICTORIA
63;QUINDIO;401;LA TEBAIDA
25;CUNDINAMARCA;402;LA VEGA
15;BOYACA;403;LA UVITA
76;VALLE DEL CAUCA;403;LA VICTORIA
52;NARINO;405;LEIVA
54;NORTE DE SANTANDER;405;LOS PATIOS
91;AMAZONAS;405;LA CHORRERA
68;SANTANDER;406;LEBRIJA
15;BOYACA;407;VILLA DE LEYVA
25;CUNDINAMARCA;407;LENGUAZAQUE
91;AMAZONAS;407;LA PEDRERA
73;TOLIMA;408;LERIDA
18;CAQUETA;410;LA MONTANITA
85;CASANARE;410;TAURAMENA
05;ANTIOQUIA;411;LIBORINA
52;NARINO;411;LINARES
73;TOLIMA;411;LIBANO
27;CHOCO;413;LLORO
23;CORDOBA;417;LORICA
19;CAUCA;418;LOPEZ DE MICAY
52;NARINO;418;LOS ANDES
54;NORTE DE SANTANDER;418;LOURDES
68;SANTANDER;418;LOS SANTOS
70;SUCRE;418;LOS PALMITOS
23;CORDOBA;419;LOS CORDOBAS
44;LA GUAJIRA;420;LA JAGUA DEL PILAR
08;ATLANTICO;421;LURUACO
05;ANTIOQUIA;425;MACEO
15;BOYACA;425;MACANAL
27;CHOCO;425;MEDIO ATRATO
68;SANTANDER;425;MACARAVITA
25;CUNDINAMARCA;426;MACHETA
